Word	POS
..	./PUNC ./PUNC
بيفتكر	ب/PROG-PART+يفتكر/V
اتوماتيك	أتوماتيك/ADJ-MS
شخص	شخص/NOUN-MS
معين	معين/ADJ-MS
#	#/HASH
حقيقة	حقيق/NOUN-FS+ة/NSUFF
..	./PUNC ./PUNC
--------------------	-/PUNC
حتى	حتى/PART
لو	لو/PART
بتعمل	ب/PROG-PART+تعمل/V
كل	كل/NOUN-MS
حاجة غلط	حاج/NOUN-FS+ة/NSUFF غلط/NOUN-MS
ف	في/PREP
الدنيا	ال/DET+دنيا/NOUN-FS
،	،/PUNC
بس	بس/PART
لسة	لسة/ADV
جواك	جوا/NOUN-FS+ك/PRON
نقطة	نقط/NOUN-FS+ة/NSUFF
ضمير	ضمير/NOUN-MS
حاول	حاول/V
تصحيها	تصح/V+ي/PRON+ها/PRON
عشان	علشان/PART
لو	لو/PART
ماتت	مات/V+ت/PRON
اعتبر	اعتبر/V
نفسك	نفس/NOUN-FS+ك/PRON
مش	مش/PART
موجود	موجود/ADJ-MS
!	!/PUNC
--------------------	-/PUNC
بعد ما	بعد/NOUN-MS ما/PART
قفل	قفل/V
مع	مع/PART
الشيخ	ال/DET+شيخ/NOUN-MS
جت	ج/V+ت/PRON
عربية	عربي/NOUN-FS+ة/NSUFF
نص	نصف/NOUN-MS
نقل	نقل/NOUN-MS
كبيرة	كبير/ADJ-FS+ة/NSUFF
زنقت	زنق/V+ت/PRON
عليه	على/PREP+ه/PRON
في	في/PREP
العربية	ال/DET+عربي/NOUN-FS+ة/NSUFF
بتاعته	بتاع/NOUN-FS+ة/NSUFF+ه/PRON
واتقلبت	و/CONJ+اتقلب/V+ت/PRON
بيه	بي/PREP+ه/PRON
العربية	ال/DET+عربي/NOUN-FS+ة/NSUFF
وهو	و/CONJ+هو/PRON
كان	كان/V
راجع	راجع/ADJ-MS
من	من/PREP
عمل	عمل/NOUN-MS
خير	خير/NOUN-MS
وبيدعوا	و/CONJ+ب/PROG-PART+يدعو/V
للهداية	ل/PREP+ال/DET+هداي/NOUN-FS+ة/NSUFF
14	14/NUM
--------------------	-/PUNC
كلامنا	كلام/NOUN-MS+نا/PRON
كلة	كل/NOUN-MS+ه/PRON
تناقض	تناقض/NOUN-MS
,	,/PUNC
محدش فاهمة	ما/PART حد/NOUN-MS+ش/NEG-PART فاهم/ADJ-MS+ه/PRON
..	./PUNC ./PUNC
عشان	علشان/PART
اللي كاتبة	اللي/PRON كاتب/ADJ-MS+ه/PRON
نفسة	نفس/NOUN-FS+ه/PRON
مش فاهمة	مش/PART فاهم/ADJ-FS+ة/NSUFF
.	./PUNC
--------------------	-/PUNC
الواححد	ال/DET+واحد/NOUN-MS
لما	لما/PART
بيعوز	ب/PROG-PART+يعوز/V
حاجة	حاج/NOUN-FS+ة/NSUFF
بيفضل	ب/PROG-PART+يفضل/V
#	#/HASH
يعافر	يعافر/V
عشان	علشان/PART
يوصلها	يوصل/V ل/PREP+ها/PRON
ولما	و/CONJ+لما/PART
بيوصلها	ب/PROG-PART+يوصل/V ل/PREP+ها/PRON
#	#/HASH
بيتكبر	ب/PROG-PART+يتكبر/V
عليها	على/PREP+ها/PRON
--------------------	-/PUNC
@mar3e	@mar3e/MENTION
مكانش	ما/PART كان/V+ش/NEG-PART
يوصل	يوصل/V
ابدا	أبدا/ADV
لمنصب	ل/PREP+منصب/NOUN-MS
حساس	حساس/ADJ-MS
زي	زي/NOUN-MS
رئيس	رئيس/NOUN-MS
وكالة	وكال/NOUN-FS+ة/NSUFF
الطاقة	ال/DET+طاق/NOUN-FS+ة/NSUFF
الذرية	ال/DET+ذري/ADJ-FS+ة/NSUFF
..	./PUNC ./PUNC
بالشوكة	ب/PREP+ال/DET+شوك/NOUN-FS+ة/NSUFF
والسكينة	و/CONJ+ال/DET+سكين/NOUN-FS+ة/NSUFF
بدل	بدل/NOUN-MS
المطوه	ال/DET+مطو/NOUN-MS+ة/NSUFF
والسنجه	و/CONJ+ال/DET+سنج/NOUN-FS+ة/NSUFF
بس	بس/ADV
--------------------	-/PUNC
أنتوا	إنتو/PRON
كلكوا	كل/NOUN-MS+كم/PRON
عاملين نفسكوا	عامل/ADJ-MP+ين/NSUFF نفس/NOUN-FS+كم/PRON
مبسوطين	مبسوط/ADJ-MP+ين/NSUFF
،،	،/PUNC ،/PUNC
و محدش	و/CONJ+ما/PART حد/NOUN-MS+ش/NEG-PART
فيكوا	في/PREP+كم/PRON
أصلا	أصلا/ADV
مبسوط	مبسوط/ADJ-MS
--------------------	-/PUNC
ربنا	رب/NOUN-MS+نا/PRON
مش هيخليك	مش/PART ه/FUT-PART+يخل/V+ي/PRON+ك/PRON
ترفع	ترفع/V
ايديك	إيد/NOUN-FS+ي/NSUFF+ك/PRON
بـ دعوه	ب/PREP+دعو/NOUN-FS+ة/NSUFF
معينه	معين/ADJ-MP+ة/NSUFF
نفسك	نفس/NOUN-FS+ك/PRON
تحققها	تحقق/V+ها/PRON
و هو	و/CONJ+هو/PRON
مش عايز	مش/PART عايز/ADJ-MS
يستجيبلك	يستجيب/V ل/PREP+ك/PRON
،	،/PUNC
هو	هو/PRON
الـ	اللي/PRON
سخر	سخر/V
الدعاء	ال/DET+دعاء/NOUN-MS
على	على/PREP
لسانك	لسان/NOUN-MS+ك/PRON
،	،/PUNC
علشان هو	علشان/PART هو/PRON
عايزك	عايز/ADJ-MS+ك/PRON
تدعي	تدعي/V
و تلح	و/CONJ+تلح/V
--------------------	-/PUNC
يبصلها	يبص/V ل/PREP+ها/PRON
ويضحك	و/CONJ+يضحك/V
وهى	و/CONJ+هي/PRON
صدقت	صدق/V+ت/PRON
حُبه	حب/NOUN-MS+ه/PRON
ليها	لي/PREP+ها/PRON
،	،/PUNC
لكن	لكن/CONJ
فى	في/PREP
الحقيقة	ال/DET+حقيق/NOUN-FS+ة/NSUFF
كان	كان/V
بيضحك	ب/PROG-PART+يضحك/V
شايف	شايف/ADJ-MS
حبيبته	حبيب/NOUN-FS+ة/PRON+ه/PRON
القديمة	ال/DET+قديم/ADJ-FS+ة/NSUFF
فيها	في/PREP+ها/PRON
--------------------	-/PUNC
مفيش	ما/PART في/PREP+ش/NEG-PART
ناس	ناس/NOUN-MP
بتنام	ب/PROG-PART+تنام/V
ع	على/PREP
الرصيف	ال/DET+رصيف/NOUN-MS
وﻻ	و/CONJ+لا/PART
ناس	ناس/NOUN-MP
بتاكل	ب/PROG-PART+تاكل/V
من	من/PREP
الزبالة	ال/DET+زبال/NOUN-FS+ة/NSUFF
!!	!/PUNC !/PUNC
#	#/HASH
في	في/PREP
_	_/PUNC
عالم	عالم/NOUN-MS
_	_/PUNC
موازي	موازي/ADJ-MS
--------------------	-/PUNC
ممكن	ممكن/ADJ-MS
تقول	تقول/V
كلام	كلام/NOUN-MS
هزار	هزار/NOUN-MS
بطريقه	ب/PREP+طريق/NOUN-FS+ة/NSUFF
اللي قدامك	اللي/PRON قدام/NOUN-MS+ك/PRON
ياخده	يأخد/V+ه/PRON
بجديه	ب/PREP+جدي/NOUN-FS+ة/NSUFF
وممكن	و/CONJ+ممكن/ADJ-MS
تقول	تقول/V
كلام	كلام/NOUN-MS
جد	جد/NOUN-MS
بطريقه	ب/PREP+طريق/NOUN-FS+ة/NSUFF
اللي قدامك	اللي/PRON قدام/NOUN-MS+ك/PRON
يتقبله	يتقبل/V+ه/PRON
كأنه	كأن/PART+ه/PRON
هزار	هزار/NOUN-MS
،	،/PUNC
المشكله	ال/DET+مشكل/NOUN-FS+ة/NSUFF
في	في/PREP
الطريقه	ال/DET+طريق/NOUN-FS+ة/NSUFF
مش	مش/PART
فالكلام	في/PREP ال/DET+كلام/NOUN-MS
--------------------	-/PUNC
#	#/HASH
ﺍﻧﺖ	إنت/PRON
_	_/PUNC
ﻣﺶ	مش/PART
_	_/PUNC
ﺭﻭﺵ	شور/ADJ-MS
لما	لما/PART
تشرب	تشرب/V
سجاير	سجاير/NOUN-FP
عشان	علشان/PART
تورى	توري/V
البنات	ال/DET+بن/NOUN-FP+ات/NSUFF
انك	إن/PART+ك/PRON
راجل	راجل/NOUN-MS
--------------------	-/PUNC
مفيش	ما/PART في/PREP+ش/NEG-PART
حاجه اسمها	حاج/NOUN-FS+ة/NSUFF اسم/NOUN-MS+ها/PRON
صحاب	صحاب/NOUN-MP
،	،/PUNC
هما	هما/PRON
بيبقوا	ب/PROG-PART+يبق/V+وا/PRON
شويه ناس	شوي/NOUN-FS+ة/NSUFF ناس/NOUN-MP
حوليك	حوالي/NOUN-MS+ك/PRON
و بيروحوا	و/CONJ+ب/PROG-PART+يروح/V+وا/PRON
و يجي	و/CONJ+ييجي/V
غيرهم	غير/NOUN-MS+هم/PRON
كل	كل/NOUN-MS
فتره	فتر/NOUN-FS+ة/NSUFF
--------------------	-/PUNC
انا	أنا/PRON
والدنيا	و/CONJ+ال/DET+دنيا/NOUN-FS
تقريباً كده	تقريب/NOUN-MS+ا/CASE كده/ADV
كنا	كن/V+نا/PRON
ف	في/PREP
علاقة	علاق/NOUN-FS+ة/NSUFF
حب	حب/NOUN-MS
وفشلت	و/CONJ+فشل/V+ت/PRON
,	,/PUNC
ودلوقتي	و/CONJ+دلوقتي/ADV
رافعة	رافع/ADJ-FS+ة/NSUFF
عليا	على/PREP+يا/PRON
قضية	قضي/NOUN-FS+ة/NSUFF
خلع	خلع/NOUN-MS
--------------------	-/PUNC
حماس ايه	حماس/NOUN-FS إيه/PART
اللي	اللي/PRON
تدخل	تدخل/V
مصر	مصر/NOUN-FS
حد يسيب	حد/NOUN-MS يسيب/V
فلسطين	فلسطين/NOUN-FS
و يجي	و/CONJ+ييجي/V
مصر	مصر/NOUN-FS
جتكم القرف	جا/V+ت/PRON+كم/PRON ال/DET+قرف/NOUN-MS
ده	ده/PRON
انتوا	إنتو/PRON
خليتوا	خل/V+ي/PRON+توا/PRON
مصر	مصر/NOUN-FS
بلاعة	بلاع/NOUN-FS+ة/NSUFF
كبيرة	كبير/ADJ-FS+ة/NSUFF
لا	لا/PART
تطاق	تطاق/V
--------------------	-/PUNC
عارف انت	عارف/ADJ-MS إنت/PRON
احساس	إحساس/NOUN-MS
ان حد	إن/PART حد/NOUN-MS
يوحشك	يوحش/V+ك/PRON
و ماينفعش	و/CONJ+ما/PART ينفع/V+ش/NEG-PART
تشوفو	تشوف/V+ه/PRON
؟	؟/PUNC
وحش	وحش/ADJ-MS
.	./PUNC
متجربوش	ما/PART تجرب/V+هو/PRON+ش/NEG-PART
--------------------	-/PUNC
المرض	ال/DET+مرض/NOUN-MS
اللي	اللي/PRON
مسيطر	مسيطر/ADJ-MS
ع	على/PREP
الناس	ال/DET+ناس/NOUN-MP
اليومين دول	ال/DET+يوم/NOUN-MD+ين/NSUFF دول/PRON
,	,/PUNC
ان مفيش حد	إن/PART ما/PART في/PREP+ش/NEG-PART حد/NOUN-MS
عاجبه	عاجب/ADJ-MS+نا/PRON
حاله	حال/NOUN-MS+ه/PRON
ولا	و/CONJ+لا/PART
عاجبها	عاجب/ADJ-MS+ها/PRON
حاجة	حاج/NOUN-FS+ة/NSUFF
ولا	و/CONJ+لا/PART
عاجبه	عاجب/ADJ-MS+ه/PRON
اي	أي/PART
حد	حد/NOUN-MS
...	./PUNC ./PUNC ./PUNC
--------------------	-/PUNC
انا	أنا/PRON
شايف	شايف/ADJ-MS
نفسى	نفس/NOUN-FS+ي/PRON
مبقتش	ما/PART بق/V+ت/PRON+ش/NEG-PART
اكتب	أكتب/V
كويس	كويس/ADV
لو	لو/PART
كنت عامل	كن/V+ت/PRON عامل/ADJ-MS
فولو	فولو/NOUN-FS
لنفسى	ل/PREP+نفس/NOUN-FS+ي/PRON
كنت	كن/V+ت/PRON
هعمل	ه/FUT-PART+أعمل/V
ان فولو	أن/NOUN-MS فولو/NOUN-MS
كل	كل/NOUN-MS
الكلام	ال/DET+كلام/NOUN-MS
بقى	بقى/V
جوه	جو/NOUN-FS+ة/NSUFF
ولا	و/CONJ+لا/PART
بيخرج	ب/PROG-PART+يخرج/V
فى	في/PREP
كتابه	كتاب/NOUN-FS+ة/NSUFF
ولا	و/CONJ+لا/PART
حتى	حتى/PART
فى	في/PREP
كلام	كلام/NOUN-MS
كدا	كده/ADV
--------------------	-/PUNC
انتو	إنتو/PRON
متعرفوش	ما/PART تعرف/V+وا/PRON+ش/NEG-PART
انتو	إنتو/PRON
نور	نور/NOUN-MS
عينننا	عين/NOUN-FS+ي/NSUFF+نا/PRON
وﻻ اية	و/CONJ+إلا/PART إيه/PART
ياباشا	يا/PART باشا/NOUN-MS
نور	نور/NOUN-MS
عينك	عين/NOUN-FS+ك/PRON
مش ﻻقين	مش/PART لاقي/ADJ-MP+ين/PRON
ياكلو	يأكل/V+وا/PRON
ومش عارفين	و/CONJ+مش/PART عارف/ADJ-MP+ين/NSUFF
يمشو	يمش/V+وا/PRON
فى	في/PREP
الشوارع	ال/DET+شوارع/NOUN-FP
ومفيش	و/CONJ+ما/PART في/PREP+ش/NEG-PART
نور	نور/NOUN-MS
ومفيش	و/CONJ+ما/PART في/PREP+ش/NEG-PART
مياه	مياه/NOUN-FP
مفيش حاجة	ما/PART في/PREP+ش/NEG-PART حاج/NOUN-FS+ة/NSUFF
ياباشا	يا/PART باشا/NOUN-MS
--------------------	-/PUNC
الواحد مش عارف	ال/DET+واحد/NOUN-MS مش/PART عارف/ADJ-MS
لما	لما/PART
اصحابنا	أصحاب/NOUN-MP+نا/PRON
يطلعو	يطلع/V+وا/PRON
بالسلامةازاي	ب/PREP+ال/DET+سلام/NOUN-FS+ة/NSUFF إزاي/PART
هقولهم	ه/FUT-PART+أقول/V ل/PREP+هم/PRON
اننا	إن/PART+نا/PRON
كنا	كن/V+نا/PRON
بنروح	ب/PROG-PART+نروح/V
الجامعة	ال/DET+جامع/NOUN-FS+ة/NSUFF
من غيرهم	ب/PREP غير/NOUN-MS+هم/PRON
عادي	عادي/ADJ-MS
!!!	!/PUNC !/PUNC !/PUNC
العجز	ال/DET+عجز/NOUN-MS
وحش	وحش/ADJ-MS
!!!	!/PUNC !/PUNC !/PUNC
#	#/HASH
الحريه	ال/DET+حري/NOUN-FS+ة/NSUFF
_	_/PUNC
لطلاب	ل/PREP+طلاب/NOUN-MP
_	_/PUNC
صيدله	صيدل/NOUN-FS+ة/NSUFF
_	_/PUNC
المنصوره	ال/DET+منصور/NOUN-FP+ة/NSUFF
--------------------	-/PUNC
هو	هو/PRON
التسريب	ال/DET+تسريب/NOUN-MS
بقى	بقى/V
عادي	عادي/ADJ-MS
كده	كده/ADV
..	./PUNC ./PUNC
ماحدش	ما/PART حد/NOUN-MS+ش/NEG-PART
اتجرأ	اتجرأ/V
ورفع	و/CONJ+رفع/V
دعوة	دعو/NOUN-FS+ة/NSUFF
جنائية	جنائي/ADJ-MP+ة/NSUFF
على	على/PREP
اللي	اللي/PART
بيسربوا	ب/PROG-PART+يسرب/V+وا/PRON
ليه	ليه/PART
..	./PUNC ./PUNC
هي	هي/PRON
المخابرات	ال/DET+مخابر/NOUN-FP+ات/NSUFF
بتستخف دمها	ب/PROG-PART+تستخف/V دم/NOUN-MS+ها/PRON
..	./PUNC ./PUNC
ولا	و/CONJ+إلا/PART
بتسترزق	ب/PROG-PART+تسترزق/V
..	./PUNC ./PUNC
ولا فيه ايه	و/CONJ+إلا/PART في/PREP+ه/PRON إيه/PART
..	./PUNC ./PUNC
!!	!/PUNC !/PUNC
--------------------	-/PUNC
نفسي	نفس/NOUN-FS+ي/PRON
انزل	أنزل/V
امشي	أمشي/V
لوحدى	ل/PREP+وحد/NOUN-MS+ي/PRON
الصبح	ال/DET+صبح/NOUN-MS
و اروح	و/CONJ+أروح/V
اشرب	أشرب/V
قهوه	قهو/NOUN-FS+ة/NSUFF
ف	في/PREP
اى	أي/NOUN-MS
حته	حت/NOUN-FS+ة/NSUFF
والهيدفون	و/CONJ+ال/DET+هيدفون/NOUN-MS
ف	ف/PREP
ودنى	ودن/NOUN-FS+ي/PRON
وبس	و/CONJ+بس/ADV
--------------------	-/PUNC
الموضوع	ال/DET+موضوع/NOUN-MS
يابني	يا/PART بن/NOUN-MS+ي/PRON
مش شخصي	مش/PART شخصي/ADJ-MS
,	,/PUNC
أنا	أنا/PRON
مبثقش	ما/PART ب/PROG-PART+أثق/V+ش/NEG-PART
ف	في/PREP
منبه	منبه/NOUN-MS
الموبايل	ال/DET+موبايل/NOUN-MS
بتاعي	بتاع/NOUN-MS+ي/PRON
..	./PUNC ./PUNC
فَ لكَ	ف+/CONJ+ل/PREP+ك/PRON
أن	أن/PART
تتخيل	تتخيل/V
بقى	بقى/ADV
--------------------	-/PUNC
أصلا	أصلا/ADV
اللى	اللي/PART
بيدخلوا	ب/PROG-PART+يدخل/V+وا/PRON
حياتنا	حيا/NOUN-FS+ة/NSUFF+نا/PRON
صدفه	صدف/NOUN-FS+ة/NSUFF
هما	هما/PRON
دول	دول/PRON
اللى	اللي/PART
علاقتنا	علاق/NOUN-FS+ة/NSUFF+نا/PRON
بتستمر	ب/PROG-PART+تستمر/V
بيهم	بي/PREP+هم/PRON
وبيكونوا	و/CONJ+ب/PROG-PART+يكون/V+وا/PRON
اجدع	أجدع/ADJ-MS
من	من/PREP
اصحابنا	أصحاب/NOUN-MP+نا/PRON
بتوع	بتوع/NOUN-MP
الطفوله	ال/DET+طفول/NOUN-FS+ة/NSUFF
.	./PUNC
--------------------	-/PUNC
انت	إنت/PRON
متخيل	متخيل/ADJ-MS
كم	كم/NOUN-MS
الوضاعة	ال/DET+وضاع/NOUN-FS+ة/NSUFF
اللي	اللي/PRON
احنا	إحنا/PRON
فيها	في/PREP+ها/PRON
!!	!/PUNC !/PUNC
البنت	ال/DET+بنت/NOUN-FS
خايفة	خايف/ADJ-FS+ة/NSUFF
تنزل	تنزل/V
الشارع	ال/DET+شارع/NOUN-MS
او	أو/CONJ
تروح	تروح/V
في	في/PREP
أي	أي/NOUN-MS
حتة	حت/NOUN-FS+ة/NSUFF
عشان فيه	علشان/PART في/PREP+ه/PRON
كلاب	كلاب/NOUN-MP
سعرانة	سعران/NOUN-FS+ة/NSUFF
بينهشوا	ب/PROG-PART+ينهش/V+وا/PRON
فيها	في/PREP+ها/PRON
!	!/PUNC
عليه	على/PREP+ه/PRON
العوض	ال/DET+عوض/NOUN-MS
و منه	و/CONJ+من/PREP+ه/PRON
العوض	ال/DET+عوض/NOUN-MS
--------------------	-/PUNC
كل	كل/NOUN-MS
حاجه	حاج/NOUN-FS+ة/NSUFF
لو	لو/PART
ادناها	إدي/V+نا/PRON+ها/PRON
حقها	حق/NOUN-MS+ه/PRON
صح	صح/NOUN-MS
و في	و/CONJ+في/PREP
الوقت	ال/DET+وقت/NOUN-MS
المناسب	ال/DET+مناسب/ADJ-MS
حياتنا	حيا/NOUN-FS+ة/NSUFF+نا/PRON
هتتغير	ه/FUT-PART+تتغير/V
كتير	كثير/ADV
للاحسن	ل/PREP+ال/DET+أحسن/ADJ-MS
و الاحلي	و/CONJ+ال/DET+أحلى/ADJ-MS
--------------------	-/PUNC
وهتبقى	و/CONJ+ه/FUT-PART+تبقى/V
آخرتكوا	آخر/NOUN-FS+ة/NSUFF+كم/PRON
وجع	وجع/NOUN-MS
و قهر	و/CONJ+قهر/NOUN-MS
و كل	و/CONJ+كل/NOUN-MS
واحد فيكوا	واحد/NOUN-MS في/PREP+كم/PRON
فى الآخر	في/PREP ال/DET+آخر/NOUN-MS
يتجوز	يتجوز/V
صالونات	صالون/NOUN-FP+ات/NSUFF
»	»/PUNC
أصلوكوا	أصل/NOUN-MS+كم/PRON
معملتوش	ما/PART عمل/V+وت/PRON+ش/NEG-PART
حساب	حساب/NOUN-MS
ربنا	رب/NOUN-MS+نا/PRON
فى الأول	في/PREP ال/DET+أول/NOUN-MS
--------------------	-/PUNC
غالباً	غالبا/ADV
حاله	حال/NOUN-FS+ة/NSUFF
من	من/PREP
الإكتئاب	ال/DET+اكتئاب/NOUN-MS
الشديد	ال/DET+شديد/ADJ-MS
هى	هي/PRON
بتكون	ب/PROG-PART+تكون/V
رد	رد/NOUN-MS
سؤال	سؤال/NOUN-MS
..	./PUNC ./PUNC
هو	هو/PRON
أنا	أنا/PRON
لو	لو/PART
جرالى	جرى/V ل/PREP+ي/PRON
حاجه	حاج/NOUN-FS+ة/NSUFF
هفرق	ه/FUT-PART+أفرق/V
مع	مع/PART
مين	مين/PART
؟	؟/PUNC
--------------------	-/PUNC
@Hazem__Azim	@Hazem__Azim/MENTION
ومبررات	و/CONJ+مبرر/NOUN-FP+ات/NSUFF
جاهزه	جاهز/ADJ-FS+ة/NSUFF
للمتحرش	ل/PREP+ال/DET+متحرش/NOUN-MS
هيقولها	ه/FUT-PART+يقول/V+ها/PRON
طالماال	طالما/PART ال/DET
مجتمع	مجتمع/NOUN-MS
بيساعده	ب/PROG-PART+يساعد/V+ه/PRON
على	على/PREP
خلق	خلق/V
المبرر	ال/DET+مبرر/NOUN-MS
فطبيعي	ف+/CONJ+طبيعي/ADJ-MS
تستمر	تستمر/V
الظاهره	ال/DET+ظاهر/NOUN-FS+ة/NSUFF
اكتر	أكتر/ADJ-MS
واكتر	و/CONJ+أكتر/ADJ-MS
--------------------	-/PUNC
عاوز	عايز/ADJ-MS
اقول	أقول/V
للسيسي	ل/PREP+ال/DET+سيسي/NOUN-MS
كلمة	كلم/NOUN-FS+ة/NSUFF
واحدة	واحد/NOUN-FS+ة/NSUFF
بس	بس/ADV
:	:/PUNC
انا	أنا/PRON
رايح	رايح/ADJ-MS
الجامعة	ال/DET+جامع/NOUN-FS+ة/NSUFF
بكرة	بكرة/ADV
اظن	أظن/V
الرسالة	ال/DET+رسال/NOUN-FS+ة/NSUFF
وصلت	وصل/V+ت/PRON
:)	:)/EMOT
--------------------	-/PUNC
يا	يا/PART
شعب	شعب/NOUN-MS
نايم	نايم/ADJ-MS
ع	ع/PREP
الرصيف	ال/DET+رصيف/NOUN-MS
وبالمقشة	و/CONJ+ب/PREP+ال/DET+مقش/NOUN-FS+ة/NSUFF
بتتكنس	ب/PROG-PART+تتكنس/V
فيك	في/PREP+ك/PRON
ناس	ناس/NOUN-MP
بتشقي	ب/PROG-PART+تشقى/V
ع	ع/PREP
الرغيف	ال/DET+رغيف/NOUN-MS
وناس	و/CONJ+ناس/NOUN-MP
بتتعب	ب/PROG-PART+تتعب/V
م	م/PREP
التنس	ال/DET+تنس/NOUN-MS
--------------------	-/PUNC
في	في/PREP
مصر	مصر/NOUN-FS
فقط	فقط/ADV
:	:/PUNC
طلاب	طلاب/NOUN-MP
الثانوية	ال/DET+ثانوي/NOUN-FS+ة/NSUFF
العامة	ال/DET+عام/ADJ-FS+ة/NSUFF
بيذكروا	ب/PROG-PART+يذاكر/V+وا/PRON
علشان	علشان/PART
يفرحوا	يفرح/V+وا/PRON
اهاليهم	أهالي/NOUN-MP+هم/PRON
مش	مش/PART
علشان	علشان/PART
نفسهم	نفس/NOUN-FS+هم/PRON
!	!/PUNC
--------------------	-/PUNC
الدنيا	ال/DET+دنيا/NOUN-FS
مش	مش/PART
بتتاخد	ب/PROG-PART+تتاخد/V
بالدراع	ب/PREP+ال/DET+دراع/NOUN-MS
..	./PUNC ./PUNC
والبقاء	و/CONJ+ال/DET+بقاء/NOUN-MS
للي	ل/PREP+اللي/PRON
عقله	عقل/NOUN-MS+ه/PRON
كبير	كبير/ADJ-MS
مش	مش/PART
عضلاته	عضل/NOUN-FP+ات/NSUFF+ه/PRON
اكبر	أكبر/ADJ-MS
--------------------	-/PUNC
انا	أنا/PRON
طيبه	طيب/ADJ-FS+ة/NSUFF
جداااا	جدا/ADV
وحنينه	و/CONJ+حنين/ADJ-FS+ة/NSUFF
اه	نعم/PART
..	./PUNC ./PUNC
اما	عندما/PART
بتعصب	ب/PROG-PART+أتعصب/V
او	أو/CONJ
ابقي	أبقى/V
زعلانه	زعلان/ADJ-FS+ة/NSUFF
من	من/PREP
حد	حد/NOUN-MS
...	./PUNC ./PUNC ./PUNC
ربنا يكفيك	رب/NOUN-MS+نا/PRON يكفي/V+ك/PRON
شري	شر/NOUN-MS+ي/PRON
ومايوقعك	و/CONJ+ما/PART يوقع/V+ك/PRON
فيا	في/PREP+يا/PRON
--------------------	-/PUNC
المشاكل	ال/DET+مشاكل/NOUN-FP
دايما	دايما/ADV
بتبدأ	ب/PROG-PART+تبدأ/V
لما	لما/PART
تقرب	تقرب/V
من اي حد	من/PREP أي/NOUN-MS حد/NOUN-MS
زيادة	زياد/NOUN-FS+ة/NSUFF
عن	عن/PREP
اللزوم	ال/DET+لزوم/NOUN-MS
,	,/PUNC
العلاقات	ال/DET+علاق/NOUN-FP+ات/NSUFF
السطحية	ال/DET+سطحي/ADJ-FS+ة/NSUFF
قادرة	قادر/ADJ-FS+ة/NSUFF
تحمينا	تحمي/V+نا/PRON
من	من/PREP
حاجات كتير	حاج/NOUN-FP+ات/NSUFF كثير/ADJ-MS
.	./PUNC
--------------------	-/PUNC
السجاير	ال/DET+سجاير/NOUN-FP
رجعت	رجع/V+ت/PRON
موضه	موض/NOUN-FS+ة/NSUFF
تاني	تاني/ADV
؟	؟/PUNC
مش	مش/PART
بتتشرب	ب/PROG-PART+تتشرب/V
مزاج	مزاج/NOUN-MS
يعني	يعني/ADV
؟	؟/PUNC
--------------------	-/PUNC
علشان انتو	علشان/PART إنتو/PRON
طيبين	طيب/ADJ-MP+ين/NSUFF
ماحدش أخد باله	ما/PART حد/NOUN-MS+ش/NEG-PART أخد/V بال/NOUN-MS+ه/PRON
#	#/HASH
خالد	خالد/NOUN-MS
_	_/PUNC
علي	علي/NOUN-MS
بيعمل ايه	ب/PROG-PART+يعمل/V إيه/PART
،	،/PUNC
المحامي	ال/DET+محامي/NOUN-MS
بيتحايل	ب/PROG-PART+يتحايل/V
على	على/PREP
قانون	قانون/NOUN-MS
الإنتخابات	ال/DET+انتخاب/NOUN-FP+ات/NSUFF
و هايعمل	و/CONJ+ه/FUT-PART+يعمل/V
دعاية	دعاي/NOUN-FS+ة/NSUFF
إنتخابية	انتخابي/ADJ-FS+ة/NSUFF
بحجة	ب/PREP+حاجة/NOUN-FS+ة/NSUFF
تأسيس	تأسيس/NOUN-MS
حزب	حزب/NOUN-MS
--------------------	-/PUNC
بنتعلم	ب/PROG-PART+نتعلم/V
حاجات	حاج/NOUN-FP+ات/NSUFF
من	من/PREP
ابتدائي	ابتدائي/ADJ-MS
لحد	ل/PREP+حد/NOUN-MS
الجامعه	ال/DET+جامع/NOUN-FS+ة/NSUFF
كل	كل/NOUN-MS
ده	ده/PRON
خيال	خيال/NOUN-MS
علمي	علمي/ADJ-MS
!	!/PUNC
كل	كل/NOUN-MS
الى	اللي/PRON
اتعلمناه	اتعلم/V+نا/PRON+ه/PRON
مفيش منه	ما/PART في/PREP+ش/NEG-PART من/PREP+ه/PRON
فى	في/PREP
الواقع	ال/DET+واقع/NOUN-MS
!	!/PUNC
بندرس	ب/PROG-PART+ندرس/V
حاجات	حاج/NOUN-FP+ات/NSUFF
ملهاش	ما/PART ل/PREP+ها/PRON+ش/NEG-PART
اى	أي/PART
علاقه	علاق/NOUN-FS+ة/NSUFF
بالواقع	ب/PREP+ال/DET+واقع/NOUN-MS
!	!/PUNC
--------------------	-/PUNC
المفروض	ال/DET+مفترض/ADJ-MS
اني	إن/PART+ي/PRON
اقوم	أقوم/V
اذاكر	أذاكر/V
و كده	و/CONJ+كده/ADV
بس	بس/PART
الكينج	ال/DET+كينج/NOUN-MS
قالي	قال/V ل/PREP+ي/PRON
ان	إن/PART
كل	كل/NOUN-MS
المفروض	ال/DET+مفروض/ADJ-MS
مرفوض	مرفوض/ADJ-MS
و انا	و/CONJ+أنا/PRON
