Fold,SubFold,SentID,Order,Word,,Segmentation,,,,,,,,,,,,,,,
2,A,87,1,بلا,,ب+لا,,,,4,B,,,,,,,,,,
2,A,87,2,مانحكيو,,ما+نحكي+و,,,,4,B,,,,,,,,,,
2,A,87,3,راها,,راها,,,,4,B,,,,,,,,,,
2,A,87,4,معروفة,,د,,,,4,B,,,,,,,,,,
2,A,87,5,شكون,,شكون,,,,4,B,,,,,,,,,,
2,A,87,6,سهيلة,,سهيلة,,,,3,B,,,,,,,,,,
2,A,87,7,فالمهرجانات,,ف+ال+مهرجان+ات,,,,3,B,,,,,,,,,,
2,A,87,8,نتمنى,,نتمنى,,,,3,B,,,,,,,,,,
2,A,87,9,نشوفوها,,نشوف+و+ها,,,,3,B,,,,,,,,,,
2,A,87,10,في,,في,,,,3,B,,,,,,,,,,
2,A,87,11,عاصمة,,عاصم+ة,,,,3,B,,,,,,,,,,
2,A,87,12,الثقافة,,ال+ثقاف+ة,,,,3,B,,,,,,,,,,
2,A,87,13,قسنطينة,,قسنطينة,,,,3,B,,,,,,,,,,
2,A,87,0,EOS,,EOS,,,,3,B,,,,,,,,,,
3,A,88,1,بليز,,بليز,,,,3,B,,,,,,,,,,
3,A,88,2,سوهابيين,,سوهابيين,,,,3,B,,,,,,,,,,
3,A,88,3,انشروها,,انشر+و+ها,,,,3,B,,,,,,,,,,
3,A,88,4,باش,,باش,,,,3,B,,,,,,,,,,
3,A,88,5,توصل,,توصل,,,,3,B,,,,,,,,,,
3,A,88,6,لايهاب,,ل+ايهاب,,,,3,B,,,,,,,,,,
3,A,88,7,بليز,,بليز,,,,5,B,,,,,,,,,,
3,A,88,0,EOS,,EOS,,,,5,B,,,,,,,,,,
1,A,89,1,بلييز,,بلييز,,,,5,B,,,,,,,,,,
1,A,89,2,اخواننا,,إخوان+نا,,,,5,B,,,,,,,,,,
1,A,89,3,الجزائريين,,ال+جزائري+ين,,,,5,B,,,,,,,,,,
1,A,89,4,عاونو,,عاون+و,,,,5,B,,,,,,,,,,
1,A,89,5,حنان,,حنان,,,,5,B,,,,,,,,,,
1,A,89,6,في,,في,,,,5,B,,,,,,,,,,
1,A,89,7,الفولورز,,ال+فولورز,,,,5,B,,,,,,,,,,
1,A,89,8,راه,,را+ه,,,,5,B,,,,,,,,,,
1,A,89,9,كلشي,,كلشي,,,,5,B,,,,,,,,,,
1,A,89,10,فاتها,,فات+ها,,,,5,B,,,,,,,,,,
1,A,89,11,مفهمناش,,م+فهم+نا+ش,,,,5,B,,,,,,,,,,
1,A,89,12,كيفاش,,كيفاش,,,,5,B,,,,,,,,,,
1,A,89,13,اذا,,اذا,,,,5,B,,,,,,,,,,
1,A,89,14,كان,,كان,,,,5,B,,,,,,,,,,
1,A,89,15,ممكن,,ممكن,,,,5,B,,,,,,,,,,
1,A,89,0,EOS,,EOS,,,,5,B,,,,,,,,,,
2,B,90,1,بنادم,,بنادم,,,,5,B,,,,,,,,,,
2,B,90,2,مكلخ,,مكلخ,,,,5,B,,,,,,,,,,
2,B,90,3,واش,,واش,,,,5,B,,,,,,,,,,
2,B,90,4,بغيتو,,بغيت+و,,,,5,B,,,,,,,,,,
2,B,90,5,نبقى,,نبقى,,,,5,B,,,,,,,,,,
2,B,90,6,نصرع,,نصرع,,,,5,B,,,,,,,,,,
2,B,90,7,على,,على,,,,5,B,,,,,,,,,,
2,B,90,8,امك,,ام+ك,,,,5,B,,,,,,,,,,
2,B,90,9,كاملين,,كامل+ين,,,,5,B,,,,,,,,,,
2,B,90,10,لبدوها,,ل+بدو+ها,,,,5,B,,,,,,,,,,
2,B,90,11,وسكتو,,و+سكت+و,,,,5,B,,,,,,,,,,
2,B,90,12,تتحدتون,,تتحدت+ون,,,,3,B,,,,,,,,,,
2,B,90,13,عن,,عن,,,,3,B,,,,,,,,,,
2,B,90,14,تشريف,,تشريف,,,,3,B,,,,,,,,,,
2,B,90,15,المغرب,,ال+مغرب,,,,3,B,,,,,,,,,,
2,B,90,16,وبلابلا,,و+بلابلا,,,,3,B,,,,,,,,,,
2,B,90,17,وانتوما,,و+انتوما,,,,3,B,,,,,,,,,,
2,B,90,18,محسادة,,محساد+ة,,,,3,B,,,,,,,,,,
2,B,90,19,شي,,شي,,,,3,B,,,,,,,,,,
2,B,90,0,EOS,,EOS,,,,3,B,,,,,,,,,,
1,A,91,1,بنت,,بنت,,,,3,B,,,,,,,,,,
1,A,91,2,بلادي,,بلاد+ي,,,,3,B,,,,,,,,,,
1,A,91,3,فانز,,فانز,,,,3,B,,,,,,,,,,
1,A,91,4,عباس,,عباس,,,,3,B,,,,,,,,,,
1,A,91,5,وخاصة,,و+خاص+ة,,,,3,B,,,,,,,,,,
1,A,91,6,بنت,,بنت,,,,3,B,,,,,,,,,,
1,A,91,7,سعودية,,سعودي+ة,,,,3,B,,,,,,,,,,
1,A,91,8,واخت,,و+اخت,,,,3,B,,,,,,,,,,
1,A,91,9,عباس,,عباس,,,,3,B,,,,,,,,,,
1,A,91,10,يخططون,,يخطط+ون,,,,3,B,,,,,,,,,,
1,A,91,11,ضد,,ضد,,,,1,B,,,,,,,,,,
1,A,91,12,سهيلة,,سهيلة,,,,1,B,,,,,,,,,,
1,A,91,13,ويقولون,,و+يقول+ون,,,,1,B,,,,,,,,,,
1,A,91,14,لازم,,لازم,,,,1,B,,,,,,,,,,
1,A,91,15,عباس,,عباس,,,,1,B,,,,,,,,,,
1,A,91,16,مايحكي,,ما+يحكي,,,,1,B,,,,,,,,,,
1,A,91,17,مع,,مع,,,,1,B,,,,,,,,,,
1,A,91,18,شنتال,,شنتال,,,,1,B,,,,,,,,,,
1,A,91,19,باش,,باش,,,,1,B,,,,,,,,,,
1,A,91,20,يفرق,,يفرق,,,,1,B,,,,,,,,,,
1,A,91,0,EOS,,EOS,,,,1,B,,,,,,,,,,
2,A,92,1,بنت,,بنت,,,,1,B,,,,,,,,,,
2,A,92,2,بلد,,بلد,,,,1,B,,,,,,,,,,
2,A,92,3,المليون,,ال+مليون,,,,1,B,,,,,,,,,,
2,A,92,4,و,,و,,,,1,B,,,,,,,,,,
2,A,92,5,نصف,,نصف,,,,1,B,,,,,,,,,,
2,A,92,6,مليون,,مليون,,,,1,B,,,,,,,,,,
2,A,92,7,شهيد,,شهيد,,,,4,B,,,,,,,,,,
2,A,92,8,بلد,,بلد,,,,4,B,,,,,,,,,,
2,A,92,9,القارة,,ال+قار+ة,,,,4,B,,,,,,,,,,
2,A,92,10,لم,,لم,,,,4,B,,,,,,,,,,
2,A,92,11,اختار,,اختار,,,,4,B,,,,,,,,,,
2,A,92,12,ان,,ان,,,,4,B,,,,,,,,,,
2,A,92,13,اكون,,أكون,,,,4,B,,,,,,,,,,
2,A,92,14,جزائرية,,جزائري+ة,,,,4,B,,,,,,,,,,
2,A,92,15,لكن,,لكن,,,,4,B,,,,,,,,,,
2,A,92,16,ربي,,رب+ي,,,,4,B,,,,,,,,,,
2,A,92,17,حبني,,حب+ني,,,,4,B,,,,,,,,,,
2,A,92,18,باش,,باش,,,,4,B,,,,,,,,,,
2,A,92,19,نكون,,نكون,,,,4,B,,,,,,,,,,
2,A,92,20,من,,من,,,,4,B,,,,,,,,,,
2,A,92,21,ب,,ب,,,,4,B,,,,,,,,,,
2,A,92,22,د,,د,,,,4,B,,,,,,,,,,
2,A,92,23,لي,,لي,,,,4,B,,,,,,,,,,
2,A,92,24,واحد,,واحد,,,,4,B,,,,,,,,,,
2,A,92,25,ما,,ما,,,,4,B,,,,,,,,,,
2,A,92,26,يطيح,,يطيح,,,,4,B,,,,,,,,,,
2,A,92,27,بشعبها,,ب+شعب+ها,,,,4,B,,,,,,,,,,
2,A,92,0,EOS,,EOS,,,,4,B,,,,,,,,,,
3,B,93,1,بينالتي,,بينالتي,,,,4,B,,,,,,,,,,
3,B,93,2,واخا,,واخا,,,,4,B,,,,,,,,,,
3,B,93,3,ولكن,,و+لكن,,,,4,B,,,,,,,,,,
3,B,93,4,علاش,,علاش,,,,4,B,,,,,,,,,,
3,B,93,5,الحمرا,,ال+حمرا,,,,4,B,,,,,,,,,,
3,B,93,6,علاش,,علاش,,,,4,B,,,,,,,,,,
3,B,93,0,EOS,,EOS,,,,4,B,,,,,,,,,,
3,A,94,1,بيني,,بين+ي,,,,4,B,,,,,,,,,,
3,A,94,2,في,,في,,,,4,B,,,,,,,,,,
3,A,94,3,الحب,,ال+حب,,,,4,B,,,,,,,,,,
3,A,94,4,و,,و,,,,4,B,,,,,,,,,,
3,A,94,5,بينك,,بين+ك,,,,4,B,,,,,,,,,,
3,A,94,6,ما,,ما,,,,4,B,,,,,,,,,,
3,A,94,7,لا,,لا,,,,4,B,,,,,,,,,,
3,A,94,8,يقدر,,يقدر,,,,4,B,,,,,,,,,,
3,A,94,9,واش,,واش,,,,4,B,,,,,,,,,,
3,A,94,10,يفسده,,يفسد+ه,,,,4,B,,,,,,,,,,
3,A,94,0,EOS,,EOS,,,,4,B,,,,,,,,,,
5,A,95,1,تبرد,,تبرد,,,,4,B,,,,,,,,,,
5,A,95,2,يديك,,يد+ي+ك,,,,5,B,,,,,,,,,,
5,A,95,3,في,,في,,,,5,B,,,,,,,,,,
5,A,95,4,الحديدة,,ال+حديد+ة,,,,5,B,,,,,,,,,,
5,A,95,5,ديال,,ديال,,,,5,B,,,,,,,,,,
5,A,95,6,الطاولة,,ال+طاول+ة,,,,5,B,,,,,,,,,,
5,A,95,7,ملي,,ملي,,,,5,B,,,,,,,,,,
5,A,95,8,يضربك,,يضرب+ك,,,,5,B,,,,,,,,,,
5,A,95,9,المعلم,,ال+معلم,,,,5,B,,,,,,,,,,
5,A,95,0,EOS,,EOS,,,,5,B,,,,,,,,,,
3,A,96,1,تستاهلي,,تستاهل+ي,,,,5,B,,,,,,,,,,
3,A,96,2,كل,,كل,,,,5,B,,,,,,,,,,
3,A,96,3,الناس,,ال+ناس,,,,5,B,,,,,,,,,,
3,A,96,4,يحبوك,,يحبو+ك,,,,5,B,,,,,,,,,,
3,A,96,5,انت,,أنت,,,,5,B,,,,,,,,,,
3,A,96,6,بنت,,بنت,,,,5,B,,,,,,,,,,
3,A,96,7,العرب,,ال+عرب,,,,5,B,,,,,,,,,,
3,A,96,8,وحدتي,,وحد+ت+ي,,,,5,B,,,,,,,,,,
3,A,96,9,شعبين,,شعب+ين,,,,5,B,,,,,,,,,,
3,A,96,10,وبسببك,,و+بسبب+ك,,,,5,B,,,,,,,,,,
3,A,96,11,انت,,أنت,,,,5,B,,,,,,,,,,
3,A,96,12,وايهاب,,و+ايهاب,,,,5,B,,,,,,,,,,
3,A,96,13,ماصراش,,ما+صرا+ش,,,,5,B,,,,,,,,,,
3,A,96,14,كيما,,كيما,,,,4,B,,,,,,,,,,
3,A,96,15,العام,,ال+عام,,,,4,B,,,,,,,,,,
3,A,96,16,ليفات,,لي+فات,,,,4,B,,,,,,,,,,
3,A,96,0,EOS,,EOS,,,,4,B,,,,,,,,,,
1,B,97,1,تسكاتيين,,ت+سكات+ين,,,,4,B,,,,,,,,,,
1,B,97,2,اشنو,,اشنو,,,,4,B,,,,,,,,,,
1,B,97,3,كاتبة,,كاتب+ة,,,,4,B,,,,,,,,,,
1,B,97,4,ابتسام,,ابتسام,,,,4,B,,,,,,,,,,
1,B,97,5,في,,في,,,,4,B,,,,,,,,,,
1,B,97,6,هدا,,هدا,,,,4,B,,,,,,,,,,
1,B,97,7,صورة,,صور+ة,,,,4,B,,,,,,,,,,
1,B,97,8,واش,,واش,,,,4,B,,,,,,,,,,
1,B,97,9,كاين,,كاين,,,,4,B,,,,,,,,,,
1,B,97,10,شي,,شي,,,,4,B,,,,,,,,,,
1,B,97,11,حد,,حد,,,,4,B,,,,,,,,,,
1,B,97,12,يجاوب,,يجاوب,,,,4,B,,,,,,,,,,
1,B,97,0,EOS,,EOS,,,,4,B,,,,,,,,,,
2,A,98,1,تصبحوا,,تصبح+وا,,,,4,B,,,,,,,,,,
2,A,98,2,على,,على,,,,4,B,,,,,,,,,,
2,A,98,3,خير,,خير,,,,4,B,,,,,,,,,,
2,A,98,4,يا,,يا,,,,4,B,,,,,,,,,,
2,A,98,5,رباعه,,رباع+ه,,,,4,B,,,,,,,,,,
2,A,98,6,ديال,,ديال,,,,1,B,,,,,,,,,,
2,A,98,7,المسطيين,,ال+مسطي+ين,,,,1,B,,,,,,,,,,
2,A,98,0,EOS,,EOS,,,,1,B,,,,,,,,,,
1,B,99,1,تفكرت,,تفكر+ت,,,,1,B,,,,,,,,,,
1,B,99,2,ريم,,ريم,,,,1,B,,,,,,,,,,
1,B,99,3,غزالي,,غزالي,,,,1,B,,,,,,,,,,
1,B,99,4,كي,,كي,,,,1,B,,,,,,,,,,
1,B,99,5,حكات,,حك+ات,,,,1,B,,,,,,,,,,
1,B,99,6,نهار,,نهار,,,,1,B,,,,,,,,,,
1,B,99,7,خرجوها,,خرج+و+ها,,,,1,B,,,,,,,,,,
1,B,99,8,تشوف,,تشوف,,,,1,B,,,,,,,,,,
1,B,99,9,لبنان,,لبنان,,,,1,B,,,,,,,,,,
1,B,99,10,قالت,,قال+ت,,,,1,B,,,,,,,,,,
1,B,99,11,ساعات,,ساع+ات,,,,1,B,,,,,,,,,,
1,B,99,12,كملنا,,كمل+نا,,,,1,B,,,,,,,,,,
1,B,99,13,دورة,,دور+ة,,,,1,B,,,,,,,,,,
1,B,99,14,قالتلهم,,قال+ت+ل+هم,,,,2,B,,,,,,,,,,
1,B,99,15,هاكا,,هاكا,,,,2,B,,,,,,,,,,
1,B,99,16,تقول,,تقول,,,,2,B,,,,,,,,,,
1,B,99,17,راني,,را+ني,,,,2,B,,,,,,,,,,
1,B,99,18,من,,من,,,,2,B,,,,,,,,,,
1,B,99,19,باب,,باب,,,,2,B,,,,,,,,,,
1,B,99,20,الواد,,ال+واد,,,,2,B,,,,,,,,,,
1,B,99,21,لحيدرة,,ل+حيدرة,,,,2,B,,,,,,,,,,
1,B,99,22,ل,,ل,,,,2,B,,,,,,,,,,
1,B,99,23,زيرالدة,,زيرالدة,,,,2,B,,,,,,,,,,
1,B,99,0,EOS,,EOS,,,,2,B,,,,,,,,,,
2,B,100,1,تكري,,تكري,,,,2,B,,,,,,,,,,
2,B,100,2,من,,من,,,,2,B,,,,,,,,,,
2,B,100,3,الخزانة,,ال+خزان+ة,,,,2,B,,,,,,,,,,
2,B,100,4,ديال,,ديال,,,,2,B,,,,,,,,,,
2,B,100,5,القسم,,ال+قسم,,,,2,B,,,,,,,,,,
2,B,100,6,هاد,,هاد,,,,2,B,,,,,,,,,,
2,B,100,7,القصص,,ال+قصص,,,,2,B,,,,,,,,,,
2,B,100,8,ب,,ب,,,,2,B,,,,,,,,,,
2,B,100,9,ربعة,,ربع+ة,,,,5,B,,,,,,,,,,
2,B,100,10,دريال,,دريال,,,,5,B,,,,,,,,,,
2,B,100,0,EOS,,EOS,,,,5,B,,,,,,,,,,
1,A,101,1,تلعبي,,تلعب+ي,,,,5,B,,,,,,,,,,
1,A,101,2,عليه,,علي+ه,,,,5,B,,,,,,,,,,
1,A,101,3,العشره,,ال+عشر+ة,,,,5,B,,,,,,,,,,
1,A,101,4,ما,,ما,,,,5,B,,,,,,,,,,
1,A,101,5,يعاوديش,,يعاود+يش,,,,5,B,,,,,,,,,,
1,A,101,6,الهضرة,,ال+هضر+ة,,,,5,B,,,,,,,,,,
1,A,101,7,يكون,,يكون,,,,5,B,,,,,,,,,,
1,A,101,8,راجل,,راجل,,,,5,B,,,,,,,,,,
1,A,101,9,لمراة,,لمرا+ة,,,,5,B,,,,,,,,,,
1,A,101,10,بالزاف,,بالزاف,,,,5,B,,,,,,,,,,
1,A,101,11,عليه,,علي+ه,,,,5,B,,,,,,,,,,
1,A,101,12,درويش,,درويش,,,,4,B,,,,,,,,,,
1,A,101,0,EOS,,EOS,,,,4,B,,,,,,,,,,
2,B,102,1,تنبيه,,تنبيه,,,,4,B,,,,,,,,,,
2,B,102,2,هذا,,هذا,,,,4,B,,,,,,,,,,
2,B,102,3,كذاب,,كذاب,,,,4,B,,,,,,,,,,
2,B,102,4,لا,,لا,,,,4,B,,,,,,,,,,
2,B,102,5,تصدقوه,,تصدق+و+ه,,,,4,B,,,,,,,,,,
2,B,102,6,حسابها,,حساب+ها,,,,4,B,,,,,,,,,,
2,B,102,7,راه,,را+ه,,,,4,B,,,,,,,,,,
2,B,102,8,يمشي,,يمشي,,,,4,B,,,,,,,,,,
2,B,102,9,لن,,لن,,,,4,B,,,,,,,,,,
2,B,102,10,اتخلي,,اتخلي,,,,4,B,,,,,,,,,,
2,B,102,11,عن,,عن,,,,4,B,,,,,,,,,,
2,B,102,12,سه,,سه,,,,4,B,,,,,,,,,,
2,B,102,0,EOS,,EOS,,,,4,B,,,,,,,,,,
2,A,103,1,توحشناك,,توحش+نا+ك,,,,4,B,,,,,,,,,,
2,A,103,2,يا,,يا,,,,2,B,,,,,,,,,,
2,A,103,3,ايهاب,,ايهاب,,,,2,B,,,,,,,,,,
2,A,103,4,توحشناك,,توحش+نا+ك,,,,2,B,,,,,,,,,,
2,A,103,5,يا,,يا,,,,2,B,,,,,,,,,,
2,A,103,6,ايهاب,,ايهاب,,,,2,B,,,,,,,,,,
2,A,103,7,الله,,الله,,,,2,B,,,,,,,,,,
2,A,103,8,يشافيك,,يشافي+ك,,,,2,B,,,,,,,,,,
2,A,103,9,ايهاب,,ايهاب,,,,2,B,,,,,,,,,,
2,A,103,10,توحشنا,,توحش+نا,,,,2,B,,,,,,,,,,
2,A,103,11,الضحكة,,ال+ضحك+ة,,,,2,B,,,,,,,,,,
2,A,103,12,الخطيييرة,,ال+خطير+ة,,,,2,B,,,,,,,,,,
2,A,103,13,ديال,,ديال,,,,2,B,,,,,,,,,,
2,A,103,14,إيهاب,,إيهاب,,,,2,B,,,,,,,,,,
2,A,103,0,EOS,,EOS,,,,2,B,,,,,,,,,,
2,B,104,1,جميل,,جميل,,,,3,B,,,,,,,,,,
2,B,104,2,ان,,ان,,,,3,B,,,,,,,,,,
2,B,104,3,جمهور,,جمهور,,,,3,B,,,,,,,,,,
2,B,104,4,ستارك,,ستارك,,,,3,B,,,,,,,,,,
2,B,104,5,الجزائري,,ال+جزائري,,,,3,B,,,,,,,,,,
2,B,104,6,والمغربي,,و+ال+مغربي,,,,3,B,,,,,,,,,,
2,B,104,7,هاد,,هاد,,,,3,B,,,,,,,,,,
2,B,104,8,السيزين,,ال+سيزين,,,,3,B,,,,,,,,,,
2,B,104,9,متفاهم,,متفاهم,,,,3,B,,,,,,,,,,
2,B,104,10,هههه,,هههه,,,,3,B,,,,,,,,,,
2,B,104,11,لكن,,لكن,,,,3,B,,,,,,,,,,
2,B,104,12,هاد,,هاد,,,,3,B,,,,,,,,,,
2,B,104,13,التفاهم,,ال+تفاهم,,,,3,B,,,,,,,,,,
2,B,104,14,ماشي,,ماشي,,,,3,B,,,,,,,,,,
2,B,104,15,يعني,,يعني,,,,3,B,,,,,,,,,,
2,B,104,16,مبقيناش,,م+بقي+نا+ش,,,,3,B,,,,,,,,,,
2,B,104,17,اعداء,,أعداء,,,,3,B,,,,,,,,,,
2,B,104,18,ندور,,ندور,,,,3,B,,,,,,,,,,
2,B,104,19,على,,على,,,,3,B,,,,,,,,,,
2,B,104,20,عدو,,عد+و,,,,3,B,,,,,,,,,,
2,B,104,21,اخر,,آخر,,,,2,B,,,,,,,,,,
2,B,104,22,ههه,,ههه,,,,2,B,,,,,,,,,,
2,B,104,0,EOS,,EOS,,,,2,B,,,,,,,,,,
5,B,105,1,جيبو,,جيب+و,,,,2,B,,,,,,,,,,
5,B,105,2,لي,,لي,,,,2,B,,,,,,,,,,
5,B,105,3,بو,,بو,,,,2,B,,,,,,,,,,
5,B,105,4,كراوع,,كراوع,,,,2,B,,,,,,,,,,
5,B,105,5,ستيلو,,ستيلو,,,,2,B,,,,,,,,,,
5,B,105,6,غوز,,غوز,,,,2,B,,,,,,,,,,
5,B,105,7,نوريه,,نوري+ه,,,,2,B,,,,,,,,,,
5,B,105,8,واش,,واش,,,,2,B,,,,,,,,,,
5,B,105,9,المغرب,,ال+مغرب,,,,2,B,,,,,,,,,,
5,B,105,10,بعيد,,بعيد,,,,2,B,,,,,,,,,,
5,B,105,11,على,,على,,,,2,B,,,,,,,,,,
5,B,105,12,الجزائر,,ال+جزائر,,,,2,B,,,,,,,,,,
5,B,105,13,نحكموك,,نحكم+و+ك,,,,2,B,,,,,,,,,,
5,B,105,14,في,,في,,,,2,B,,,,,,,,,,
5,B,105,15,الحدود,,ال+حدود,,,,2,B,,,,,,,,,,
5,B,105,16,رجل,,رجل,,,,2,B,,,,,,,,,,
5,B,105,17,في,,في,,,,2,B,,,,,,,,,,
5,B,105,18,المغرب,,ال+مغرب,,,,4,B,,,,,,,,,,
5,B,105,19,و,,و,,,,4,B,,,,,,,,,,
5,B,105,20,رجل,,رجل,,,,4,B,,,,,,,,,,
5,B,105,21,في,,في,,,,4,B,,,,,,,,,,
5,B,105,22,الجزائر,,ال+جزائر,,,,4,B,,,,,,,,,,
5,B,105,23,و,,و,,,,4,B,,,,,,,,,,
5,B,105,24,التحت,,ال+تحت,,,,4,B,,,,,,,,,,
5,B,105,25,اش,,اش,,,,4,B,,,,,,,,,,
5,B,105,0,EOS,,EOS,,,,4,B,,,,,,,,,,
5,B,106,1,حابة,,حاب+ة,,,,4,B,,,,,,,,,,
5,B,106,2,نشوف,,نشوف,,,,4,B,,,,,,,,,,
5,B,106,3,غدة,,غد+ة,,,,4,B,,,,,,,,,,
5,B,106,4,فعل,,فعل,,,,4,B,,,,,,,,,,
5,B,106,5,سوسو,,سوسو,,,,4,B,,,,,,,,,,
5,B,106,6,كي,,كي,,,,4,B,,,,,,,,,,
5,B,106,7,تشوف,,تشوف,,,,4,B,,,,,,,,,,
5,B,106,8,البسباس,,ال+بسباس,,,,4,B,,,,,,,,,,
5,B,106,9,لابس,,لابس,,,,4,B,,,,,,,,,,
5,B,106,10,داك,,داك,,,,4,B,,,,,,,,,,
5,B,106,11,السغوال,,ال+سغوال,,,,4,B,,,,,,,,,,
5,B,106,12,سوغ,,سوغ,,,,4,B,,,,,,,,,,
5,B,106,13,رح,,رح,,,,4,B,,,,,,,,,,
5,B,106,14,تتفكغ,,تتفكغ,,,,4,B,,,,,,,,,,
5,B,106,15,تاع,,تاع,,,,4,B,,,,,,,,,,
5,B,106,16,البيغيسكوپ,,ال+بيغيسكوب,,,,4,B,,,,,,,,,,
5,B,106,0,EOS,,EOS,,,,4,B,,,,,,,,,,
1,A,107,1,حابسينها,,حابس+ين+ها,,,,4,B,,,,,,,,,,
1,A,107,2,عندهم,,عند+هم,,,,4,B,,,,,,,,,,
1,A,107,3,مخسروش,,م+خسر+و+ش,,,,4,B,,,,,,,,,,
1,A,107,4,عليها,,علي+ها,,,,4,B,,,,,,,,,,
1,A,107,5,حتى,,حتى,,,,4,B,,,,,,,,,,
1,A,107,6,زيارة,,زيار+ة,,,,2,B,,,,,,,,,,
1,A,107,7,من,,من,,,,2,B,,,,,,,,,,
1,A,107,8,الطلاب,,ال+طلاب,,,,2,B,,,,,,,,,,
1,A,107,9,كان,,كان,,,,2,B,,,,,,,,,,
1,A,107,10,بعتولها,,بعت+و+ل+ها,,,,2,B,,,,,,,,,,
1,A,107,11,ولد,,ولد,,,,2,B,,,,,,,,,,
1,A,107,12,بلادها,,بلاد+ها,,,,2,B,,,,,,,,,,
1,A,107,13,عالاقل,,ع+ال+اقل,,,,2,B,,,,,,,,,,
1,A,107,14,هاد,,هاد,,,,2,B,,,,,,,,,,
1,A,107,15,ظلم,,ظلم,,,,2,B,,,,,,,,,,
1,A,107,16,ولامش,,و+لا+مش,,,,2,B,,,,,,,,,,
1,A,107,17,ظلم,,ظلم,,,,2,B,,,,,,,,,,
1,A,107,18,الجيش,,ال+جيش,,,,2,B,,,,,,,,,,
1,A,107,19,السهابي,,ال+سهابي,,,,2,B,,,,,,,,,,
1,A,107,0,EOS,,EOS,,,,2,B,,,,,,,,,,
5,A,108,1,حتى,,حتى,,,,2,B,,,,,,,,,,
5,A,108,2,حنا,,حنا,,,,2,B,,,,,,,,,,
5,A,108,3,يا,,يا,,,,2,B,,,,,,,,,,
5,A,108,4,لغزاله,,ل+غزال+ه,,,,2,B,,,,,,,,,,
5,A,108,5,ضربي,,ضرب+ي,,,,2,B,,,,,,,,,,
5,A,108,6,طله,,طل+ه,,,,2,B,,,,,,,,,,
5,A,108,7,على,,على,,,,2,B,,,,,,,,,,
5,A,108,8,سهيلة,,سهيلة,,,,2,B,,,,,,,,,,
5,A,108,9,فالتويتر,,ف+ال+تويتر,,,,5,B,,,,,,,,,,
5,A,108,10,تاعها,,تاع+ها,,,,5,B,,,,,,,,,,
5,A,108,0,EOS,,EOS,,,,5,B,,,,,,,,,,
3,B,109,1,حرام,,حرام,,,,5,B,,,,,,,,,,
3,B,109,2,عليكم,,علي+كم,,,,5,B,,,,,,,,,,
3,B,109,3,ديو,,دي+و,,,,5,B,,,,,,,,,,
3,B,109,4,مرة,,مر+ة,,,,5,B,,,,,,,,,,
3,B,109,5,واحدة,,واحد+ة,,,,5,B,,,,,,,,,,
3,B,109,6,لشوقي,,ل+شوقي,,,,5,B,,,,,,,,,,
3,B,109,7,وانيس,,و+انيس,,,,5,B,,,,,,,,,,
3,B,109,8,تموتونا,,تموت+و+نا,,,,5,B,,,,,,,,,,
3,B,109,9,ياحبيبي,,يا+حبيب+ي,,,,5,B,,,,,,,,,,
3,B,109,10,مازال,,مازال,,,,5,B,,,,,,,,,,
3,B,109,11,غير,,غير,,,,5,B,,,,,,,,,,
3,B,109,12,كيما,,كيما,,,,5,B,,,,,,,,,,
3,B,109,13,جينا,,جي+نا,,,,5,B,,,,,,,,,,
3,B,109,14,للدنيا,,ل+ال+دنيا,,,,5,B,,,,,,,,,,
3,B,109,0,EOS,,EOS,,,,5,B,,,,,,,,,,
1,B,110,1,حركة,,حرك+ة,,,,5,B,,,,,,,,,,
1,B,110,2,كايدينهم,,كايد+ين+هم,,,,5,B,,,,,,,,,,
1,B,110,3,لا,,لا,,,,5,B,,,,,,,,,,
1,B,110,4,لتغيير,,ل+تغيير,,,,1,B,,,,,,,,,,
1,B,110,5,قانون,,قانون,,,,1,B,,,,,,,,,,
1,B,110,6,الانتخابات,,ال+انتخاب+ات,,,,1,B,,,,,,,,,,
1,B,110,7,نؤيد,,نؤيد,,,,1,B,,,,,,,,,,
1,B,110,8,تحصين,,تحصين,,,,1,B,,,,,,,,,,
1,B,110,9,لجنة,,لجن+ة,,,,1,B,,,,,,,,,,
1,B,110,10,انتخابات,,انتخاب+ات,,,,1,B,,,,,,,,,,
1,B,110,11,الرئاسة,,ال+رئاس+ة,,,,1,B,,,,,,,,,,
1,B,110,12,ايه,,ايه,,,,1,B,,,,,,,,,,
1,B,110,13,يا,,يا,,,,1,B,,,,,,,,,,
1,B,110,14,خويا,,خو+يا,,,,1,B,,,,,,,,,,
1,B,110,15,شوية,,شوي+ة,,,,1,B,,,,,,,,,,
1,B,110,16,السياسين,,ال+سياس+ين,,,,1,B,,,,,,,,,,
1,B,110,17,العرر,,ال+عرر,,,,1,B,,,,,,,,,,
1,B,110,18,اللي,,اللي,,,,1,B,,,,,,,,,,
1,B,110,19,مش,,مش,,,,1,B,,,,,,,,,,
1,B,110,20,عايزين,,عايز+ين,,,,1,B,,,,,,,,,,
1,B,110,0,EOS,,EOS,,,,1,B,,,,,,,,,,
3,B,111,1,حسب,,حسب,,,,1,B,,,,,,,,,,
3,B,111,2,عاجل,,عاجل,,,,1,B,,,,,,,,,,
3,B,111,3,قناة,,قنا+ة,,,,1,B,,,,,,,,,,
